id,city,country,fullStreetAddress,postalCode,stateOrProvince,unitNumber,bathrooms,bedrooms,listingDescription,listingTitle,latitude,longitude,listPrice,livingArea,livingAreaUnit,yearBuilt,lotSize,lotSizeUnit,propertySubType,listingCategory,numParkingSpaces,createdAt,geocodioAccuracyScore,photoscount,grade
1290412,DADE CITY,US,36139 MARKREE CASTLE AVENUE,33525,FL,,3,4,"Don't let the opportunity to own a newer style 4BED/2.5BATH/2CAR home at an affordable price slip through your fingers! Call today to view this modern construction 2 story concrete block home with a super convenient location in a quiet neighborhood. Enjoy walking to the county park facility next door that includes baseball, softball, and soccer fields plus a playground with picnic pavilion. This home is located within the city limits of Dade City and is connected to public sewer and public water systems. Great floor plan features a large open living room adjacent to the kitchen and dining area making it ideal for entertaining while preparing meals in the kitchen. All bedrooms are located on the 2nd floor. All flooring on the 1st floor is laminate or vinyl for ease of cleaning and durability. The master suite features a garden tub with separate shower plus a spacious master bedroom and oversized walk in closet. Back yard has been completely enclosed with 6' vinyl privacy fence creating a perfect area for pets or children to play securely.","Single Family Residence, Contemporary - DADE CITY, FL",28.353006,-82.217653,199900,1891,squareFoot,2009,6969.6,squareFoot,Single Family Detached,Purchase,2,2018-10-11 17:10:09.868+00,,28,awesome
1285494,St Louis,US,8103 Winfield Avenue,63114,MO,,1,2,Great rental income opportunity with this North County fixer!,"Traditional,Bungalow / Cottage, Residential - St Louis, MO",38.69402,-90.331394,23000,850,squareFoot,1944,5357.88,squareFoot,Single Family Detached,Purchase,1,2018-10-11 16:55:19.455+00,,24,good
1280664,North Whitehall,US,2541 Rising Sun Road,18080,PA,,3,4,"Spacious 3,050 square foot colonial with one of the nicest views in the Lehigh Valley * 4 Bedrooms * 2 1/2 Baths * Center island Kitchen with recently installed granite counters, tile back splash and refinished HW floors * Formal Living Room with gas fireplace * First floor office * All new carpet throughout * Fresh paint throughout * New Heat Pump * 19 x 16 Sun Room to enjoy the view * 3 Car Garage * Over one acre * Move in condition * A Lot of bang for the buck!","Colonial, Detached - North Whitehall, PA",40.705506,-75.577406,364900,3050,squareFoot,1986,46609.2,squareFoot,Single Family Detached,Purchase,3,2018-10-11 16:39:18.485+00,,43,awesome
1280288,Lower Macungie,US,1320 Hickory Road,18062,PA,,2,4,"YOU will appreciate the immaculate condition and attention to detail thru-out this generously sized 4 bdr Colonial on a quiet manicured and tree-lined nghbrd in popular EAST PENN SCHOOLS!   Move-IN Ready!!   You will love the pristine HW flrs on both 1st and 2nd floors, too!  Updates include: kit. cabinets and appliances, Anderson thermopane windows, hot water htr, sec. sys.,Central air, roof and garage door.  The  ""BUYER PLEASING""  gas hot wtr. heating sys. is economical and so very comfortable!!  TWO Family Rooms: on the 1st floor ( opens onto spacious sun.rm) and another in  the fin. lower level  awaits your best use to suit your personal preference! Both the front porch and sun. rm are more perfect options to relax & visit with family and friends!!  Plenty of off-street parking -with the attached 2 car gar. and very ample driveway! Conveniently located close to shopping, schools, restaurants and major routes....this home  '""HAS IT ALL"" !!  .","Colonial, Detached - Lower Macungie, PA",40.546475,-75.590394,260000,1948,squareFoot,1964,8189.28,squareFoot,Single Family Detached,Purchase,2,2018-10-11 16:38:05.829+00,,50,awesome
1279603,Virginia Beach,US,1241 Northvale DR,23464,VA,,13,4,"GREAT FAMILY HOME AVAILABLE; 4 BEDROOMS 2 AND 1/2 BATHS. MANY UPDATES, GREAT LOCATION. LARGE FENCED BACKYARD, ATTACHED GARAGE WITH DRIVEWAY.","Transitional, Single Family - Virginia Beach, VA",36.778836,-76.145802,1550,,squareFoot,1986,,squareFoot,Single Family Detached,Rent,,2018-10-11 16:35:47.473+00,,28,awesome
1279291,MANASSAS,US,8450 WILLOW GLEN CT,20110,VA,,3,3,Beautiful 3 BR 2.5 BA Townhouse close to I-66 and downtown Manassas.  High ceiling in LR.  Upgraded kitchen w SS appliances and granite counters.  Finished basement leads to fenced yard with patio and large storage shed.,"Townhouse, Colonial - MANASSAS, VA",38.772931,-77.472891,285000,,squareFoot,1974,1580.01,squareFoot,Townhouse,Purchase,,2018-10-11 16:34:41.667+00,,28,awesome
1273087,Austin,US,5702 Spoke CT,78744,TX,,0,0,Great investment property in SouthEast Austin - right off of I-35 and Stassney. Duplex features 2 bedrooms/2 bath in each unit. Cul-de-sac location and surrounded by beautiful trees - tons of potential!,"Duplex, Other - Austin, TX",30.194295,-97.755704,200000,2014,squareFoot,1981,,squareFoot,Duplex,Purchase,,2018-10-11 16:18:41.174+00,,11,good
1262477,Spring Hill,US,8387 Eric Street,34606,FL,,1,2,GREAT 2 BEDROOM HOME WITH RECENTLY UPGRADED INTERIOR READY TO IMMEDIATE OCCUPANCY. PET FRIENDLY.,"Rental - Spring Hill, FL",28.477139,-82.57918,995,1352,squareFoot,1980,17424,squareFoot,Other,Rent,2,2018-10-11 15:43:29.058+00,,9,good
1256177,Las Vegas,US,667 GRANITE RAPIDS Street,89138,NV,,2,3,"WOW! SELLER SAYS SELL NOW! ALMOST 16K PRICE REDUCTION! LOVELY HOME IN GREAT CONDITION AND PERFECT LOCATION! COURTYARD ENTRY, VERY OPEN , FLOWY FLOORPLAN, NEUTRAL COLORS, EXTENSIVE USE OF TILE FLOORING ON HIGH TRAFFIC AREAS,CEILING FANS, MASTER BEDROOM SEPARATE FROM OTHERS FOR PRIVACY, FUNCTIONAL KITCHEN AREA, GRANITE COUNTERS,SCHEDULE YOUR SHOWING BEFORE IT'S GONE, HARD TO FIND SINGLE STORY HOME.","Single Family Residential - Las Vegas, NV",36.167956,-115.349958,353999,1658,squareFoot,2004,5227.2,squareFoot,Single Family Detached,Purchase,,2018-10-11 15:21:54.167+00,,29,good
1251383,Baton Rouge,US,5345 FOXRIDGE DR,70817,LA,,2,4,"Welcome to this beautifully updated home in Hickory Ridge (*did not flood in 2016*).  Nestled in this established subdivision, this home is great for a growing family with 4 bedrooms, 2 baths and over 2200 sq. ft.!  As you drive up to this amazing home, you will notice the nicely landscaped front yard.  Great features inside include a spacious living room with wood beams and cathedral ceiling as well as a fireplace.  The large kitchen has plenty of counter space, pantry, wall oven and also has a breakfast nook.  There's also a formal dining room to host your next Thanksgiving dinner, as well as a Master bedroom with master en suite that includes his and her vanity and a walk-in closet!  The den is great for hosting your next game night and for larger gatherings, can be extended into the large bonus room.  There's also a utility room next to the bonus room to store all your extras.  NO CARPET in the house!  All new laminate flooring and beautiful ceramic tile throughout.  The backyard is spacious and has a large storage shed.  What are you waiting for?  At this price, this home will not last long!  Call us today to schedule your viewing.","Detached Single Family, Traditional Style - Baton Rouge, LA",30.40369,-91.02853,220000,2250,squareFoot,,,squareFoot,Single Family Detached,Purchase,,2018-10-11 15:09:59.559+00,,26,good
1238797,MONTGOMERY,US,505 CHISHOLM ST,36110,AL,,1,2,"This is a great opportunity to own your home at a fantastic price. This beauty has two bedrooms, a living room and an ""eat in kitchen"" plus a big back yard with lots of trees. This is a Fannie Mae HomePath property.","SINGLE_FAMILY - MONTGOMERY, AL",32.414042,-86.275248,9000,764,squareFoot,1948,,squareFoot,Other,Purchase,,2018-10-11 14:32:53.225+00,,0,bad
1232321,Rotterdam,US,1356 MAIN ST,12150,NY,,2,5,"Fix and Save! Oversized with tons of potential, large detached 2 car garage. Cash/Rehab Loans Only. Public Water. Property is Bank Owned and Sold ""As Is"" Agents please verify taxes.","2 Family - Rotterdam, NY",42.877846,-74.053353,62400,2080,squareFoot,,,squareFoot,Duplex,Purchase,3,2018-10-11 14:10:30.535+00,,19,good
1230809,Charlotte,US,10410 Paisley Abbey Lane,28273-0300,NC,,3,4,"Built in 2016, this Charlotte two-story offers granite kitchen countertops, a fireplace, and a two-car garage. Community pools and trails are part of the HOA.

Home comes with a 30-day buyback guarantee. Terms and conditions apply.","2 Story - Charlotte, NC",35.154023,-80.981672,308000,2738,squareFoot,2016,8145.72,squareFoot,Single Family Detached,Purchase,2,2018-10-11 14:06:16.69+00,,25,good
1227798,Coachella,US,48461 CAMINO REAL,92236,CA,,2,4,"Another Fannie Mae property neat as a pin and move in ready! Fantastic opportunity to own a home in Coachella.  This home offers a open and bright floor plan with approximately 2142 square feet, 4 bedrooms and 2 full baths. This home has a freshly painted interior including all the cabinets along with new kitchen appliances and ceiling fans throughout.  The rear patio is large and great for entertaining since it is covered and shady. Easy to show so come take a look!","Single Family - Coachella, CA",33.697321,-116.209512,294900,2142,squareFoot,2005,6970,squareFoot,Single Family Detached,Purchase,,2018-10-11 13:57:10.063+00,,23,good
1224382,Delaware,US,4095 N Old State Road,43015,OH,,2,2,"Ready to move into 2 bed 2 full updated bathrooms, all new eat- in kitchen, flooring and paint. attached garage with large mudroom, first floor Master, first floor laundry, covered patio overlooks large double lot (parcel 518-130-10-002-000 included/ possible additional building site).","1 Story, Single Family Freestanding - Delaware, OH",40.331626,-82.957115,129900,1120,squareFoot,1901,17424,squareFoot,Single Family Detached,Purchase,1,2018-10-11 13:47:43.942+00,,16,good
1223766,Corpus Christi,US,6605 Belvoir Ave,78414,TX,,3,4,"Beautiful home on corner lot in the Bordeaux Subdivision. You'll feel right at home as you are welcomed in by an inviting floor plan, complimented by wooden flooring and smooth vaulted ceilings. On a chilly night, you can cozy up in front of the wood burning fireplace in the living room. Kitchen offers stainless steel appliances, an island with lots of cabinets in the beautiful open kitchen. The Master suite offers tranquility since it is split from the main bedrooms and master bath includes HUGE walk in closet, separate bath and stand up shower with 2 separate sinks and a vanity. Plentiful storage and extra closet space in the home, as well as the two-car garage. Wonderful sized backyard with cover patio perfect for backyard entertaining. Bordeaux Place is a well-established neighborhood in Corpus Christi, with sidewalks for you to enjoy evening strolls.","Traditional, Detached - Corpus Christi, TX",27.671415,-97.368486,224900,2210,squareFoot,2003,,squareFoot,Single Family Detached,Purchase,4,2018-10-11 13:45:14.602+00,,31,awesome
1223348,North Myrtle Beach,US,5404 N Ocean Blvd.,29582,SC,8-F,3,3,"Wake up in this 3 bed 3 bath Oceanfront Condo located on the 8th floor at Sunrise Pointe in North Myrtle Beach in the Cherry Grove area.  Featuring a large open floor plan that is great for all of your family get-togethers, and a private, over-sized balcony that has stunning North and South views of the Beach!  Sunrise Pointe offers indoor & outdoor pools, a lazy river & hot tub.   Conveniently located to area attractions, shopping, dining & entertainment, golf courses and so much more!  This would be a perfect piece of Paradise or an investment property; although not previously on a rental program. Hurry & come take a look at this beautiful condo.","Hi-Rise 7+ Stories, Condo - North Myrtle Beach, SC",33.837239,-78.61342,303900,,squareFoot,2002,,squareFoot,Condominium,Purchase,,2018-10-11 13:43:25.132+00,,38,awesome
1219662,Orchard Park,US,6 Hearthstone,14127,NY,,3,4,"You will love how your new home integrates indoor and outdoor living. The covered front porch provides a sheltered area where you can relax and watch what is going on in the neighborhood. Spacious Kitchen has plenty of counter space and scenic views. Two story Great Room has cozy Fireplace. It also offers easy access to your owner’s suite, comprising of a generous Bedroom with a tray ceiling, walk-in closet, and private spa bath. Total square footage includes the clerestory.","2 Story, Cross Property - Orchard Park, NY",42.741775,-78.699814,539900,3278,squareFoot,2018,,squareFoot,Single Family Detached,Purchase,,2018-10-11 13:28:13.441+00,,15,good
1218441,MIROMAR LAKES,US,10510 Via Torino WAY,33913,FL,,4,3,"The Sedona II home is built by Arthur Rutenberg. The home greets visitors with a hand forged iron door system by Acadian. There are many energy saving features including impact resistant glass and low E glass and Manabloc parallel water distribution plumbing system. The outdoor cabana area with kitchen overlooks the pool and lake area. Leaseback at 6.5%.  Miromar Lakes features 700 acres of fresh water lakes, with boating, fishing, swimming, water skiing, 3 miles of sand beaches, Caribbean style beach grill, club house, pool, full service spa, fitness center, equity golf, tennis and many other fantastic amenities. Miromar is just 10 minutes from Southwest International Airport and next to Florida Gulf Coast University with large shopping malls within minutes.","Single Family - MIROMAR LAKES, FL",26.483567,-81.782588,1840000,2729,squareFoot,2018,13294.51,squareFoot,Single Family Detached,Purchase,3,2018-10-11 13:24:16.299+00,,15,good
1202623,Preston,US,21941 County 14,55965,MN,,1,3,"4.9 acre hobby farm on blacktop road (2 1/2 acres tillable) close to state park. Ideal for horses. 2 car heated garage/shop, shed turned into man cave, plus another storage shed. Kitchen & dining area, living room, family room (used as master), remodeled bath & laundry. 3 bedrooms upstairs with D/O. Combo heat is LP and corn burner.","Single Family Residence,Single Family,1.25 - 1.75 Story - Single Family",43.67024,-92.08322,139900,2344,squareFoot,1927,213444,squareFoot,Single Family Detached,Purchase,2,2018-09-25 08:45:00.614+00,,20,good
1201556,Vista,US,29102 Laurel Valley,92084,CA,,3,3,"You’ll love the panoramic golf course views of the greens from your covered patio perched above the 1st fairway. This 2086 SF detached home enjoys cool breezes, fresh air, privacy and quality living with many amenities and low HOA. Option to belong to the fabulous Vista Valley Country Club and live an active lifestyle. Beautiful courtyard entry, light and bright open floorplan 2 masters one up and one down, and perfect for your designer touches. Whether you’re a full time resident or a weekend warrior thi","Detached - Vista, CA",33.243669,-117.190333,519000,2086,squareFoot,1987,,squareFoot,Single Family Detached,Purchase,4,2018-09-25 08:41:15.183+00,,25,good
